,period,subba-name,value,value-units
4786,2019-12-13T13,Dominion Virginia Power zone,14051,megawatthours
4785,2019-12-13T14,Dominion Virginia Power zone,14078,megawatthours
4784,2019-12-13T15,Dominion Virginia Power zone,13966,megawatthours
4783,2019-12-13T16,Dominion Virginia Power zone,13806,megawatthours
4782,2019-12-13T17,Dominion Virginia Power zone,13655,megawatthours
4781,2019-12-13T18,Dominion Virginia Power zone,13458,megawatthours
4780,2019-12-13T19,Dominion Virginia Power zone,13277,megawatthours
4779,2019-12-13T20,Dominion Virginia Power zone,13227,megawatthours
4778,2019-12-13T21,Dominion Virginia Power zone,13247,megawatthours
4777,2019-12-13T22,Dominion Virginia Power zone,13581,megawatthours
4776,2019-12-13T23,Dominion Virginia Power zone,13946,megawatthours
4775,2019-12-14T00,Dominion Virginia Power zone,13786,megawatthours
4774,2019-12-14T01,Dominion Virginia Power zone,13341,megawatthours
4773,2019-12-14T02,Dominion Virginia Power zone,13121,megawatthours
4772,2019-12-14T03,Dominion Virginia Power zone,12630,megawatthours
4771,2019-12-14T04,Dominion Virginia Power zone,11994,megawatthours
4770,2019-12-14T05,Dominion Virginia Power zone,11370,megawatthours
4769,2019-12-14T06,Dominion Virginia Power zone,10814,megawatthours
4768,2019-12-14T07,Dominion Virginia Power zone,10529,megawatthours
4767,2019-12-14T08,Dominion Virginia Power zone,10353,megawatthours
4766,2019-12-14T09,Dominion Virginia Power zone,10237,megawatthours
4765,2019-12-14T10,Dominion Virginia Power zone,10301,megawatthours
4764,2019-12-14T11,Dominion Virginia Power zone,10632,megawatthours
4763,2019-12-14T12,Dominion Virginia Power zone,10944,megawatthours
4762,2019-12-14T13,Dominion Virginia Power zone,11442,megawatthours
4761,2019-12-14T14,Dominion Virginia Power zone,11832,megawatthours
4760,2019-12-14T15,Dominion Virginia Power zone,12001,megawatthours
4759,2019-12-14T16,Dominion Virginia Power zone,11954,megawatthours
4758,2019-12-14T17,Dominion Virginia Power zone,11698,megawatthours
4757,2019-12-14T18,Dominion Virginia Power zone,11213,megawatthours
4756,2019-12-14T19,Dominion Virginia Power zone,10765,megawatthours
4755,2019-12-14T20,Dominion Virginia Power zone,10536,megawatthours
4754,2019-12-14T21,Dominion Virginia Power zone,10570,megawatthours
4753,2019-12-14T22,Dominion Virginia Power zone,10959,megawatthours
4752,2019-12-14T23,Dominion Virginia Power zone,11608,megawatthours
4751,2019-12-15T00,Dominion Virginia Power zone,11671,megawatthours
4750,2019-12-15T01,Dominion Virginia Power zone,11647,megawatthours
4749,2019-12-15T02,Dominion Virginia Power zone,11563,megawatthours
4748,2019-12-15T03,Dominion Virginia Power zone,11406,megawatthours
4747,2019-12-15T04,Dominion Virginia Power zone,11031,megawatthours
4746,2019-12-15T05,Dominion Virginia Power zone,10625,megawatthours
4745,2019-12-15T06,Dominion Virginia Power zone,10298,megawatthours
4744,2019-12-15T07,Dominion Virginia Power zone,10224,megawatthours
4743,2019-12-15T08,Dominion Virginia Power zone,10172,megawatthours
4742,2019-12-15T09,Dominion Virginia Power zone,10178,megawatthours
4741,2019-12-15T10,Dominion Virginia Power zone,10376,megawatthours
4740,2019-12-15T11,Dominion Virginia Power zone,10786,megawatthours
4739,2019-12-15T12,Dominion Virginia Power zone,11244,megawatthours
4738,2019-12-15T13,Dominion Virginia Power zone,11627,megawatthours
4737,2019-12-15T14,Dominion Virginia Power zone,11694,megawatthours
4736,2019-12-15T15,Dominion Virginia Power zone,11332,megawatthours
4735,2019-12-15T16,Dominion Virginia Power zone,10830,megawatthours
4734,2019-12-15T17,Dominion Virginia Power zone,10473,megawatthours
4733,2019-12-15T18,Dominion Virginia Power zone,10174,megawatthours
4732,2019-12-15T19,Dominion Virginia Power zone,9946,megawatthours
4731,2019-12-15T20,Dominion Virginia Power zone,9893,megawatthours
4730,2019-12-15T21,Dominion Virginia Power zone,9993,megawatthours
4729,2019-12-15T22,Dominion Virginia Power zone,10607,megawatthours
4728,2019-12-15T23,Dominion Virginia Power zone,11868,megawatthours
4727,2019-12-16T00,Dominion Virginia Power zone,12314,megawatthours
4726,2019-12-16T01,Dominion Virginia Power zone,12475,megawatthours
4725,2019-12-16T02,Dominion Virginia Power zone,12514,megawatthours
4724,2019-12-16T03,Dominion Virginia Power zone,12219,megawatthours
4723,2019-12-16T04,Dominion Virginia Power zone,11693,megawatthours
4722,2019-12-16T05,Dominion Virginia Power zone,11068,megawatthours
4721,2019-12-16T06,Dominion Virginia Power zone,10734,megawatthours
4720,2019-12-16T07,Dominion Virginia Power zone,10582,megawatthours
4719,2019-12-16T08,Dominion Virginia Power zone,10519,megawatthours
4718,2019-12-16T09,Dominion Virginia Power zone,10772,megawatthours
4717,2019-12-16T10,Dominion Virginia Power zone,11120,megawatthours
4716,2019-12-16T11,Dominion Virginia Power zone,11992,megawatthours
4715,2019-12-16T12,Dominion Virginia Power zone,13118,megawatthours
4714,2019-12-16T13,Dominion Virginia Power zone,13478,megawatthours
4713,2019-12-16T14,Dominion Virginia Power zone,13302,megawatthours
4712,2019-12-16T15,Dominion Virginia Power zone,13034,megawatthours
4711,2019-12-16T16,Dominion Virginia Power zone,12729,megawatthours
4710,2019-12-16T17,Dominion Virginia Power zone,12443,megawatthours
4709,2019-12-16T18,Dominion Virginia Power zone,12165,megawatthours
4708,2019-12-16T19,Dominion Virginia Power zone,12070,megawatthours
4707,2019-12-16T20,Dominion Virginia Power zone,12032,megawatthours
4706,2019-12-16T21,Dominion Virginia Power zone,12216,megawatthours
4705,2019-12-16T22,Dominion Virginia Power zone,12741,megawatthours
4704,2019-12-16T23,Dominion Virginia Power zone,13517,megawatthours
4703,2019-12-17T00,Dominion Virginia Power zone,13541,megawatthours
4702,2019-12-17T01,Dominion Virginia Power zone,13491,megawatthours
4701,2019-12-17T02,Dominion Virginia Power zone,13296,megawatthours
4700,2019-12-17T03,Dominion Virginia Power zone,12794,megawatthours
4699,2019-12-17T04,Dominion Virginia Power zone,12022,megawatthours
4698,2019-12-17T05,Dominion Virginia Power zone,11291,megawatthours
4697,2019-12-17T06,Dominion Virginia Power zone,10858,megawatthours
4696,2019-12-17T07,Dominion Virginia Power zone,10628,megawatthours
4695,2019-12-17T08,Dominion Virginia Power zone,10601,megawatthours
4694,2019-12-17T09,Dominion Virginia Power zone,10534,megawatthours
4693,2019-12-17T10,Dominion Virginia Power zone,10839,megawatthours
4692,2019-12-17T11,Dominion Virginia Power zone,11653,megawatthours
4691,2019-12-17T12,Dominion Virginia Power zone,12588,megawatthours
4690,2019-12-17T13,Dominion Virginia Power zone,12944,megawatthours
4689,2019-12-17T14,Dominion Virginia Power zone,12842,megawatthours
4688,2019-12-17T15,Dominion Virginia Power zone,12631,megawatthours
4687,2019-12-17T16,Dominion Virginia Power zone,12335,megawatthours
4686,2019-12-17T17,Dominion Virginia Power zone,12116,megawatthours
4685,2019-12-17T18,Dominion Virginia Power zone,11881,megawatthours
4684,2019-12-17T19,Dominion Virginia Power zone,11795,megawatthours
4683,2019-12-17T20,Dominion Virginia Power zone,11753,megawatthours
4682,2019-12-17T21,Dominion Virginia Power zone,11840,megawatthours
4681,2019-12-17T22,Dominion Virginia Power zone,12252,megawatthours
4680,2019-12-17T23,Dominion Virginia Power zone,12868,megawatthours
4679,2019-12-18T00,Dominion Virginia Power zone,12894,megawatthours
4678,2019-12-18T01,Dominion Virginia Power zone,12785,megawatthours
4677,2019-12-18T02,Dominion Virginia Power zone,12612,megawatthours
4676,2019-12-18T03,Dominion Virginia Power zone,12232,megawatthours
4675,2019-12-18T04,Dominion Virginia Power zone,11596,megawatthours
4674,2019-12-18T05,Dominion Virginia Power zone,11018,megawatthours
4673,2019-12-18T06,Dominion Virginia Power zone,10770,megawatthours
4672,2019-12-18T07,Dominion Virginia Power zone,10650,megawatthours
4671,2019-12-18T08,Dominion Virginia Power zone,10804,megawatthours
4670,2019-12-18T09,Dominion Virginia Power zone,11127,megawatthours
4669,2019-12-18T10,Dominion Virginia Power zone,11840,megawatthours
4668,2019-12-18T11,Dominion Virginia Power zone,12867,megawatthours
4667,2019-12-18T12,Dominion Virginia Power zone,14148,megawatthours
4666,2019-12-18T13,Dominion Virginia Power zone,14808,megawatthours
4665,2019-12-18T14,Dominion Virginia Power zone,14254,megawatthours
4664,2019-12-18T15,Dominion Virginia Power zone,13343,megawatthours
4663,2019-12-18T16,Dominion Virginia Power zone,12611,megawatthours
4662,2019-12-18T17,Dominion Virginia Power zone,12123,megawatthours
4661,2019-12-18T18,Dominion Virginia Power zone,11831,megawatthours
4660,2019-12-18T19,Dominion Virginia Power zone,11638,megawatthours
4659,2019-12-18T20,Dominion Virginia Power zone,11632,megawatthours
4658,2019-12-18T21,Dominion Virginia Power zone,11951,megawatthours
4657,2019-12-18T22,Dominion Virginia Power zone,12864,megawatthours
4656,2019-12-18T23,Dominion Virginia Power zone,14116,megawatthours
4655,2019-12-19T00,Dominion Virginia Power zone,14483,megawatthours
4654,2019-12-19T01,Dominion Virginia Power zone,14549,megawatthours
4653,2019-12-19T02,Dominion Virginia Power zone,14516,megawatthours
4652,2019-12-19T03,Dominion Virginia Power zone,14271,megawatthours
4651,2019-12-19T04,Dominion Virginia Power zone,13677,megawatthours
4650,2019-12-19T05,Dominion Virginia Power zone,13249,megawatthours
4649,2019-12-19T06,Dominion Virginia Power zone,13015,megawatthours
4648,2019-12-19T07,Dominion Virginia Power zone,13070,megawatthours
4647,2019-12-19T08,Dominion Virginia Power zone,13257,megawatthours
4646,2019-12-19T09,Dominion Virginia Power zone,13555,megawatthours
4645,2019-12-19T10,Dominion Virginia Power zone,14090,megawatthours
4644,2019-12-19T11,Dominion Virginia Power zone,15119,megawatthours
4643,2019-12-19T12,Dominion Virginia Power zone,16354,megawatthours
4642,2019-12-19T13,Dominion Virginia Power zone,16877,megawatthours
4641,2019-12-19T14,Dominion Virginia Power zone,16476,megawatthours
4640,2019-12-19T15,Dominion Virginia Power zone,15644,megawatthours
4639,2019-12-19T16,Dominion Virginia Power zone,14740,megawatthours
4638,2019-12-19T17,Dominion Virginia Power zone,14058,megawatthours
4637,2019-12-19T18,Dominion Virginia Power zone,13587,megawatthours
4636,2019-12-19T19,Dominion Virginia Power zone,13242,megawatthours
4635,2019-12-19T20,Dominion Virginia Power zone,13018,megawatthours
4634,2019-12-19T21,Dominion Virginia Power zone,13336,megawatthours
4633,2019-12-19T22,Dominion Virginia Power zone,14166,megawatthours
4632,2019-12-19T23,Dominion Virginia Power zone,15355,megawatthours
4631,2019-12-20T00,Dominion Virginia Power zone,15702,megawatthours
4630,2019-12-20T01,Dominion Virginia Power zone,15807,megawatthours
4629,2019-12-20T02,Dominion Virginia Power zone,15744,megawatthours
4628,2019-12-20T03,Dominion Virginia Power zone,15373,megawatthours
4627,2019-12-20T04,Dominion Virginia Power zone,14817,megawatthours
4626,2019-12-20T05,Dominion Virginia Power zone,14331,megawatthours
4625,2019-12-20T06,Dominion Virginia Power zone,13975,megawatthours
4624,2019-12-20T07,Dominion Virginia Power zone,13991,megawatthours
4623,2019-12-20T08,Dominion Virginia Power zone,14038,megawatthours
4622,2019-12-20T09,Dominion Virginia Power zone,14205,megawatthours
4621,2019-12-20T10,Dominion Virginia Power zone,14781,megawatthours
4620,2019-12-20T11,Dominion Virginia Power zone,15651,megawatthours
4619,2019-12-20T12,Dominion Virginia Power zone,16734,megawatthours
4618,2019-12-20T13,Dominion Virginia Power zone,17139,megawatthours
4617,2019-12-20T14,Dominion Virginia Power zone,16625,megawatthours
4616,2019-12-20T15,Dominion Virginia Power zone,15282,megawatthours
4615,2019-12-20T16,Dominion Virginia Power zone,14060,megawatthours
4614,2019-12-20T17,Dominion Virginia Power zone,13262,megawatthours
4613,2019-12-20T18,Dominion Virginia Power zone,12662,megawatthours
4612,2019-12-20T19,Dominion Virginia Power zone,12267,megawatthours
4611,2019-12-20T20,Dominion Virginia Power zone,12105,megawatthours
4610,2019-12-20T21,Dominion Virginia Power zone,12396,megawatthours
4609,2019-12-20T22,Dominion Virginia Power zone,13184,megawatthours
4608,2019-12-20T23,Dominion Virginia Power zone,14424,megawatthours
4607,2019-12-21T00,Dominion Virginia Power zone,14538,megawatthours
4606,2019-12-21T01,Dominion Virginia Power zone,14550,megawatthours
4605,2019-12-21T02,Dominion Virginia Power zone,14512,megawatthours
4604,2019-12-21T03,Dominion Virginia Power zone,14246,megawatthours
4603,2019-12-21T04,Dominion Virginia Power zone,13875,megawatthours
4602,2019-12-21T05,Dominion Virginia Power zone,13383,megawatthours
4601,2019-12-21T06,Dominion Virginia Power zone,13136,megawatthours
4600,2019-12-21T07,Dominion Virginia Power zone,12938,megawatthours
4599,2019-12-21T08,Dominion Virginia Power zone,12983,megawatthours
4598,2019-12-21T09,Dominion Virginia Power zone,13063,megawatthours
4597,2019-12-21T10,Dominion Virginia Power zone,13315,megawatthours
4596,2019-12-21T11,Dominion Virginia Power zone,13602,megawatthours
4595,2019-12-21T12,Dominion Virginia Power zone,14185,megawatthours
4594,2019-12-21T13,Dominion Virginia Power zone,14726,megawatthours
4593,2019-12-21T14,Dominion Virginia Power zone,14903,megawatthours
4592,2019-12-21T15,Dominion Virginia Power zone,14691,megawatthours
4591,2019-12-21T16,Dominion Virginia Power zone,14207,megawatthours
4590,2019-12-21T17,Dominion Virginia Power zone,13558,megawatthours
4589,2019-12-21T18,Dominion Virginia Power zone,12949,megawatthours
4588,2019-12-21T19,Dominion Virginia Power zone,12450,megawatthours
4587,2019-12-21T20,Dominion Virginia Power zone,12275,megawatthours
4586,2019-12-21T21,Dominion Virginia Power zone,12368,megawatthours
4585,2019-12-21T22,Dominion Virginia Power zone,12716,megawatthours
4584,2019-12-21T23,Dominion Virginia Power zone,13751,megawatthours
4583,2019-12-22T00,Dominion Virginia Power zone,14023,megawatthours
4582,2019-12-22T01,Dominion Virginia Power zone,14068,megawatthours
4581,2019-12-22T02,Dominion Virginia Power zone,14131,megawatthours
4580,2019-12-22T03,Dominion Virginia Power zone,14043,megawatthours
4579,2019-12-22T04,Dominion Virginia Power zone,13881,megawatthours
4578,2019-12-22T05,Dominion Virginia Power zone,13525,megawatthours
4577,2019-12-22T06,Dominion Virginia Power zone,13330,megawatthours
4576,2019-12-22T07,Dominion Virginia Power zone,13287,megawatthours
4575,2019-12-22T08,Dominion Virginia Power zone,13318,megawatthours
4574,2019-12-22T09,Dominion Virginia Power zone,13420,megawatthours
4573,2019-12-22T10,Dominion Virginia Power zone,13669,megawatthours
4572,2019-12-22T11,Dominion Virginia Power zone,13957,megawatthours
4571,2019-12-22T12,Dominion Virginia Power zone,14490,megawatthours
4570,2019-12-22T13,Dominion Virginia Power zone,15018,megawatthours
4569,2019-12-22T14,Dominion Virginia Power zone,15006,megawatthours
4568,2019-12-22T15,Dominion Virginia Power zone,14209,megawatthours
4567,2019-12-22T16,Dominion Virginia Power zone,13174,megawatthours
4566,2019-12-22T17,Dominion Virginia Power zone,12447,megawatthours
4565,2019-12-22T18,Dominion Virginia Power zone,11977,megawatthours
4564,2019-12-22T19,Dominion Virginia Power zone,11471,megawatthours
4563,2019-12-22T20,Dominion Virginia Power zone,11379,megawatthours
4562,2019-12-22T21,Dominion Virginia Power zone,11539,megawatthours
4561,2019-12-22T22,Dominion Virginia Power zone,12008,megawatthours
4560,2019-12-22T23,Dominion Virginia Power zone,12963,megawatthours
4559,2019-12-23T00,Dominion Virginia Power zone,13147,megawatthours
4558,2019-12-23T01,Dominion Virginia Power zone,13210,megawatthours
4557,2019-12-23T02,Dominion Virginia Power zone,13107,megawatthours
4556,2019-12-23T03,Dominion Virginia Power zone,12861,megawatthours
4555,2019-12-23T04,Dominion Virginia Power zone,12367,megawatthours
4554,2019-12-23T05,Dominion Virginia Power zone,11917,megawatthours
4553,2019-12-23T06,Dominion Virginia Power zone,11620,megawatthours
4552,2019-12-23T07,Dominion Virginia Power zone,11504,megawatthours
4551,2019-12-23T08,Dominion Virginia Power zone,11557,megawatthours
4550,2019-12-23T09,Dominion Virginia Power zone,11703,megawatthours
4549,2019-12-23T10,Dominion Virginia Power zone,12072,megawatthours
4548,2019-12-23T11,Dominion Virginia Power zone,12811,megawatthours
4547,2019-12-23T12,Dominion Virginia Power zone,13581,megawatthours
4546,2019-12-23T13,Dominion Virginia Power zone,13925,megawatthours
4545,2019-12-23T14,Dominion Virginia Power zone,14125,megawatthours
4544,2019-12-23T15,Dominion Virginia Power zone,13947,megawatthours
4543,2019-12-23T16,Dominion Virginia Power zone,13463,megawatthours
4542,2019-12-23T17,Dominion Virginia Power zone,12926,megawatthours
4541,2019-12-23T18,Dominion Virginia Power zone,12276,megawatthours
4540,2019-12-23T19,Dominion Virginia Power zone,11854,megawatthours
4539,2019-12-23T20,Dominion Virginia Power zone,11556,megawatthours
4538,2019-12-23T21,Dominion Virginia Power zone,11515,megawatthours
4537,2019-12-23T22,Dominion Virginia Power zone,11938,megawatthours
4536,2019-12-23T23,Dominion Virginia Power zone,12723,megawatthours
4535,2019-12-24T00,Dominion Virginia Power zone,12754,megawatthours
