,period,respondent-name,value,value-units
46079,2024-02-08T17,Tennessee,18168.58,megawatthours
46078,2024-02-08T18,Tennessee,17720.26,megawatthours
46077,2024-02-08T19,Tennessee,17306.53,megawatthours
46076,2024-02-08T20,Tennessee,17175.82,megawatthours
46075,2024-02-08T21,Tennessee,17049.7,megawatthours
46074,2024-02-08T22,Tennessee,17242.35,megawatthours
46073,2024-02-08T23,Tennessee,17696.86,megawatthours
46072,2024-02-09T00,Tennessee,18647.8,megawatthours
46071,2024-02-09T01,Tennessee,19090.22,megawatthours
46070,2024-02-09T02,Tennessee,18843.84,megawatthours
46069,2024-02-09T03,Tennessee,18571.74,megawatthours
46068,2024-02-09T04,Tennessee,17737.28,megawatthours
46067,2024-02-09T05,Tennessee,16740.52,megawatthours
46066,2024-02-09T06,Tennessee,15893.34,megawatthours
46065,2024-02-09T07,Tennessee,15513.56,megawatthours
46064,2024-02-09T08,Tennessee,15110.47,megawatthours
46063,2024-02-09T09,Tennessee,14970.86,megawatthours
46062,2024-02-09T10,Tennessee,15046.63,megawatthours
46061,2024-02-09T11,Tennessee,15213.71,megawatthours
46060,2024-02-09T12,Tennessee,16274.06,megawatthours
46059,2024-02-09T13,Tennessee,17507.64,megawatthours
46058,2024-02-09T14,Tennessee,17803.24,megawatthours
46057,2024-02-09T15,Tennessee,17844.79,megawatthours
46056,2024-02-09T16,Tennessee,17862.75,megawatthours
46055,2024-02-09T17,Tennessee,18031.75,megawatthours
46054,2024-02-09T18,Tennessee,17855.43,megawatthours
46053,2024-02-09T19,Tennessee,17725.78,megawatthours
46052,2024-02-09T20,Tennessee,17493.02,megawatthours
46051,2024-02-09T21,Tennessee,17443.38,megawatthours
46050,2024-02-09T22,Tennessee,17451.16,megawatthours
46049,2024-02-09T23,Tennessee,17488.67,megawatthours
46048,2024-02-10T00,Tennessee,17969.64,megawatthours
46047,2024-02-10T01,Tennessee,17829.37,megawatthours
46046,2024-02-10T02,Tennessee,17347.36,megawatthours
46045,2024-02-10T03,Tennessee,17035.36,megawatthours
46044,2024-02-10T04,Tennessee,16538.1,megawatthours
46043,2024-02-10T05,Tennessee,15752.5,megawatthours
46042,2024-02-10T06,Tennessee,14997.15,megawatthours
46041,2024-02-10T07,Tennessee,14261.53,megawatthours
46040,2024-02-10T08,Tennessee,13921.3,megawatthours
46039,2024-02-10T09,Tennessee,13756.01,megawatthours
46038,2024-02-10T10,Tennessee,13678.16,megawatthours
46037,2024-02-10T11,Tennessee,13863.02,megawatthours
46036,2024-02-10T12,Tennessee,14201.61,megawatthours
46035,2024-02-10T13,Tennessee,14778.51,megawatthours
46034,2024-02-10T14,Tennessee,15355.46,megawatthours
46033,2024-02-10T15,Tennessee,16013.63,megawatthours
46032,2024-02-10T16,Tennessee,16414.13,megawatthours
46031,2024-02-10T17,Tennessee,16532.99,megawatthours
46030,2024-02-10T18,Tennessee,16539.09,megawatthours
46029,2024-02-10T19,Tennessee,16453.34,megawatthours
46028,2024-02-10T20,Tennessee,16303.63,megawatthours
46027,2024-02-10T21,Tennessee,16053.19,megawatthours
46026,2024-02-10T22,Tennessee,16216.04,megawatthours
46025,2024-02-10T23,Tennessee,16414.26,megawatthours
46024,2024-02-11T00,Tennessee,16978.16,megawatthours
46023,2024-02-11T01,Tennessee,16946.26,megawatthours
46022,2024-02-11T02,Tennessee,16723.34,megawatthours
46021,2024-02-11T03,Tennessee,16412.48,megawatthours
46020,2024-02-11T04,Tennessee,15972.68,megawatthours
46019,2024-02-11T05,Tennessee,15296.31,megawatthours
46018,2024-02-11T06,Tennessee,14676.98,megawatthours
46017,2024-02-11T07,Tennessee,14302.93,megawatthours
46016,2024-02-11T08,Tennessee,14096.3,megawatthours
46015,2024-02-11T09,Tennessee,13972.91,megawatthours
46014,2024-02-11T10,Tennessee,13930.38,megawatthours
46013,2024-02-11T11,Tennessee,14165.57,megawatthours
46012,2024-02-11T12,Tennessee,14452.6,megawatthours
46011,2024-02-11T13,Tennessee,15149.59,megawatthours
46010,2024-02-11T14,Tennessee,15867.61,megawatthours
46009,2024-02-11T15,Tennessee,16712.85,megawatthours
46008,2024-02-11T16,Tennessee,16955.13,megawatthours
46007,2024-02-11T17,Tennessee,16914.41,megawatthours
46006,2024-02-11T18,Tennessee,16502.74,megawatthours
46005,2024-02-11T19,Tennessee,16639.94,megawatthours
46004,2024-02-11T20,Tennessee,16589.63,megawatthours
46003,2024-02-11T21,Tennessee,16570.95,megawatthours
46002,2024-02-11T22,Tennessee,16875.26,megawatthours
46001,2024-02-11T23,Tennessee,17184.12,megawatthours
46000,2024-02-12T00,Tennessee,17394.89,megawatthours
45999,2024-02-12T01,Tennessee,17264.27,megawatthours
45998,2024-02-12T02,Tennessee,16925.48,megawatthours
45997,2024-02-12T03,Tennessee,16725.69,megawatthours
45996,2024-02-12T04,Tennessee,16274.06,megawatthours
45995,2024-02-12T05,Tennessee,15872.78,megawatthours
45994,2024-02-12T06,Tennessee,15250.27,megawatthours
45993,2024-02-12T07,Tennessee,14636.68,megawatthours
45992,2024-02-12T08,Tennessee,14442.55,megawatthours
45991,2024-02-12T09,Tennessee,14427.45,megawatthours
45990,2024-02-12T10,Tennessee,14513.47,megawatthours
45989,2024-02-12T11,Tennessee,15000.5,megawatthours
45988,2024-02-12T12,Tennessee,16310.63,megawatthours
45987,2024-02-12T13,Tennessee,17499.42,megawatthours
45986,2024-02-12T14,Tennessee,17905.06,megawatthours
45985,2024-02-12T15,Tennessee,18050.22,megawatthours
45984,2024-02-12T16,Tennessee,18100.18,megawatthours
45983,2024-02-12T17,Tennessee,18349.5,megawatthours
45982,2024-02-12T18,Tennessee,18296.1,megawatthours
45981,2024-02-12T19,Tennessee,18201.84,megawatthours
45980,2024-02-12T20,Tennessee,18342.72,megawatthours
45979,2024-02-12T21,Tennessee,18310.32,megawatthours
45978,2024-02-12T22,Tennessee,18376.96,megawatthours
45977,2024-02-12T23,Tennessee,18936.39,megawatthours
45976,2024-02-13T00,Tennessee,19673.4,megawatthours
45975,2024-02-13T01,Tennessee,20075.27,megawatthours
45974,2024-02-13T02,Tennessee,20125.56,megawatthours
45973,2024-02-13T03,Tennessee,19794.21,megawatthours
45972,2024-02-13T04,Tennessee,19282.66,megawatthours
45971,2024-02-13T05,Tennessee,18644.23,megawatthours
45970,2024-02-13T06,Tennessee,18112.9,megawatthours
45969,2024-02-13T07,Tennessee,17917.71,megawatthours
45968,2024-02-13T08,Tennessee,17864.13,megawatthours
45967,2024-02-13T09,Tennessee,18059.3,megawatthours
45966,2024-02-13T10,Tennessee,18349.44,megawatthours
45965,2024-02-13T11,Tennessee,19113.19,megawatthours
45964,2024-02-13T12,Tennessee,20601.61,megawatthours
45963,2024-02-13T13,Tennessee,22147.69,megawatthours
45962,2024-02-13T14,Tennessee,22341.67,megawatthours
45961,2024-02-13T15,Tennessee,21360.34,megawatthours
45960,2024-02-13T16,Tennessee,20296.8,megawatthours
45959,2024-02-13T17,Tennessee,19498.61,megawatthours
45958,2024-02-13T18,Tennessee,18997.24,megawatthours
45957,2024-02-13T19,Tennessee,18349.6,megawatthours
45956,2024-02-13T20,Tennessee,17824.18,megawatthours
45955,2024-02-13T21,Tennessee,17259.09,megawatthours
45954,2024-02-13T22,Tennessee,17206.37,megawatthours
45953,2024-02-13T23,Tennessee,17789.46,megawatthours
45952,2024-02-14T00,Tennessee,18757.13,megawatthours
45951,2024-02-14T01,Tennessee,20030.11,megawatthours
45950,2024-02-14T02,Tennessee,20303.93,megawatthours
45949,2024-02-14T03,Tennessee,20315.93,megawatthours
45948,2024-02-14T04,Tennessee,20181.74,megawatthours
45947,2024-02-14T05,Tennessee,19553.72,megawatthours
45946,2024-02-14T06,Tennessee,19243.83,megawatthours
45945,2024-02-14T07,Tennessee,18999.61,megawatthours
45944,2024-02-14T08,Tennessee,19145.63,megawatthours
45943,2024-02-14T09,Tennessee,19456.54,megawatthours
45942,2024-02-14T10,Tennessee,19907.27,megawatthours
45941,2024-02-14T11,Tennessee,20424.12,megawatthours
45940,2024-02-14T12,Tennessee,21961.25,megawatthours
45939,2024-02-14T13,Tennessee,23348.29,megawatthours
45938,2024-02-14T14,Tennessee,23238.83,megawatthours
45937,2024-02-14T15,Tennessee,21413.49,megawatthours
45936,2024-02-14T16,Tennessee,19739.46,megawatthours
45935,2024-02-14T17,Tennessee,18734.66,megawatthours
45934,2024-02-14T18,Tennessee,17745.6,megawatthours
45933,2024-02-14T19,Tennessee,17285.56,megawatthours
45932,2024-02-14T20,Tennessee,16922.13,megawatthours
45931,2024-02-14T21,Tennessee,16526.64,megawatthours
45930,2024-02-14T22,Tennessee,16472.81,megawatthours
45929,2024-02-14T23,Tennessee,16683.98,megawatthours
45928,2024-02-15T00,Tennessee,17519,megawatthours
45927,2024-02-15T01,Tennessee,18303.13,megawatthours
45926,2024-02-15T02,Tennessee,18262.22,megawatthours
45925,2024-02-15T03,Tennessee,18391.19,megawatthours
45924,2024-02-15T04,Tennessee,18161.39,megawatthours
45923,2024-02-15T05,Tennessee,17521.84,megawatthours
45922,2024-02-15T06,Tennessee,17179.27,megawatthours
45921,2024-02-15T07,Tennessee,17066.8,megawatthours
45920,2024-02-15T08,Tennessee,17051.18,megawatthours
45919,2024-02-15T09,Tennessee,17447.24,megawatthours
45918,2024-02-15T10,Tennessee,17696.12,megawatthours
45917,2024-02-15T11,Tennessee,18598.04,megawatthours
45916,2024-02-15T12,Tennessee,20045.76,megawatthours
45915,2024-02-15T13,Tennessee,21324.4,megawatthours
45914,2024-02-15T14,Tennessee,21116.74,megawatthours
45913,2024-02-15T15,Tennessee,19770.61,megawatthours
45912,2024-02-15T16,Tennessee,18656.91,megawatthours
45911,2024-02-15T17,Tennessee,17936.68,megawatthours
45910,2024-02-15T18,Tennessee,17437.77,megawatthours
45909,2024-02-15T19,Tennessee,16914.04,megawatthours
45908,2024-02-15T20,Tennessee,16652.62,megawatthours
45907,2024-02-15T21,Tennessee,16238.74,megawatthours
45906,2024-02-15T22,Tennessee,16159.4,megawatthours
45905,2024-02-15T23,Tennessee,16472.48,megawatthours
45904,2024-02-16T00,Tennessee,17367.25,megawatthours
45903,2024-02-16T01,Tennessee,17719.09,megawatthours
45902,2024-02-16T02,Tennessee,17743.74,megawatthours
45901,2024-02-16T03,Tennessee,17419.89,megawatthours
45900,2024-02-16T04,Tennessee,16920.28,megawatthours
45899,2024-02-16T05,Tennessee,16296.84,megawatthours
45898,2024-02-16T06,Tennessee,15553.48,megawatthours
45897,2024-02-16T07,Tennessee,15437.72,megawatthours
45896,2024-02-16T08,Tennessee,15298.82,megawatthours
45895,2024-02-16T09,Tennessee,15432.26,megawatthours
45894,2024-02-16T10,Tennessee,15568.52,megawatthours
45893,2024-02-16T11,Tennessee,16170.94,megawatthours
45892,2024-02-16T12,Tennessee,17537.04,megawatthours
45891,2024-02-16T13,Tennessee,18983.17,megawatthours
45890,2024-02-16T14,Tennessee,19287.41,megawatthours
45889,2024-02-16T15,Tennessee,18962.22,megawatthours
45888,2024-02-16T16,Tennessee,18548.26,megawatthours
45887,2024-02-16T17,Tennessee,18345.2,megawatthours
45886,2024-02-16T18,Tennessee,18018.16,megawatthours
45885,2024-02-16T19,Tennessee,17592.35,megawatthours
45884,2024-02-16T20,Tennessee,17277.34,megawatthours
45883,2024-02-16T21,Tennessee,17089.88,megawatthours
45882,2024-02-16T22,Tennessee,16821.65,megawatthours
45881,2024-02-16T23,Tennessee,17142.76,megawatthours
45880,2024-02-17T00,Tennessee,17888.04,megawatthours
45879,2024-02-17T01,Tennessee,18288.54,megawatthours
45878,2024-02-17T02,Tennessee,18386.81,megawatthours
45877,2024-02-17T03,Tennessee,18328.1,megawatthours
45876,2024-02-17T04,Tennessee,18205.87,megawatthours
45875,2024-02-17T05,Tennessee,17849.56,megawatthours
45874,2024-02-17T06,Tennessee,17667.36,megawatthours
45873,2024-02-17T07,Tennessee,17652.45,megawatthours
45872,2024-02-17T08,Tennessee,17893.33,megawatthours
45871,2024-02-17T09,Tennessee,18081.74,megawatthours
45870,2024-02-17T10,Tennessee,18639.28,megawatthours
45869,2024-02-17T11,Tennessee,19309.08,megawatthours
45868,2024-02-17T12,Tennessee,19977.66,megawatthours
45867,2024-02-17T13,Tennessee,21051.92,megawatthours
45866,2024-02-17T14,Tennessee,21952.04,megawatthours
45865,2024-02-17T15,Tennessee,22570.01,megawatthours
45864,2024-02-17T16,Tennessee,22951.25,megawatthours
45863,2024-02-17T17,Tennessee,22638.54,megawatthours
45862,2024-02-17T18,Tennessee,21879.87,megawatthours
45861,2024-02-17T19,Tennessee,21030.23,megawatthours
45860,2024-02-17T20,Tennessee,20163.97,megawatthours
45859,2024-02-17T21,Tennessee,19782.62,megawatthours
45858,2024-02-17T22,Tennessee,19762.03,megawatthours
45857,2024-02-17T23,Tennessee,20425.25,megawatthours
45856,2024-02-18T00,Tennessee,21782.75,megawatthours
45855,2024-02-18T01,Tennessee,22483.93,megawatthours
45854,2024-02-18T02,Tennessee,22687.03,megawatthours
45853,2024-02-18T03,Tennessee,22764.16,megawatthours
45852,2024-02-18T04,Tennessee,22299.63,megawatthours
45851,2024-02-18T05,Tennessee,22086.13,megawatthours
45850,2024-02-18T06,Tennessee,21696.7,megawatthours
45849,2024-02-18T07,Tennessee,21534.94,megawatthours
45848,2024-02-18T08,Tennessee,21551.5,megawatthours
45847,2024-02-18T09,Tennessee,22009.23,megawatthours
45846,2024-02-18T10,Tennessee,22300.64,megawatthours
45845,2024-02-18T11,Tennessee,22913.27,megawatthours
45844,2024-02-18T12,Tennessee,23740.37,megawatthours
45843,2024-02-18T13,Tennessee,24609.86,megawatthours
45842,2024-02-18T14,Tennessee,24946.16,megawatthours
45841,2024-02-18T15,Tennessee,23896.6,megawatthours
45840,2024-02-18T16,Tennessee,22287.11,megawatthours
45839,2024-02-18T17,Tennessee,20796.68,megawatthours
45838,2024-02-18T18,Tennessee,19728.06,megawatthours
45837,2024-02-18T19,Tennessee,18831.71,megawatthours
45836,2024-02-18T20,Tennessee,17950.38,megawatthours
45835,2024-02-18T21,Tennessee,17339.06,megawatthours
45834,2024-02-18T22,Tennessee,17083.8,megawatthours
45833,2024-02-18T23,Tennessee,17603.68,megawatthours
45832,2024-02-19T00,Tennessee,18933.52,megawatthours
45831,2024-02-19T01,Tennessee,20259.84,megawatthours
45830,2024-02-19T02,Tennessee,20714.82,megawatthours
45829,2024-02-19T03,Tennessee,20913.16,megawatthours
45828,2024-02-19T04,Tennessee,20985.29,megawatthours
45827,2024-02-19T05,Tennessee,20502.14,megawatthours
45826,2024-02-19T06,Tennessee,20444.48,megawatthours
45825,2024-02-19T07,Tennessee,20674.02,megawatthours
45824,2024-02-19T08,Tennessee,20839.22,megawatthours
45823,2024-02-19T09,Tennessee,21430.93,megawatthours
45822,2024-02-19T10,Tennessee,22017.9,megawatthours
45821,2024-02-19T11,Tennessee,22761.21,megawatthours
45820,2024-02-19T12,Tennessee,24196.8,megawatthours
45819,2024-02-19T13,Tennessee,25430.59,megawatthours
45818,2024-02-19T14,Tennessee,25380.98,megawatthours
45817,2024-02-19T15,Tennessee,23654.65,megawatthours
45816,2024-02-19T16,Tennessee,21738.77,megawatthours
45815,2024-02-19T17,Tennessee,20549.65,megawatthours
45814,2024-02-19T18,Tennessee,19663.37,megawatthours
45813,2024-02-19T19,Tennessee,18753.29,megawatthours
45812,2024-02-19T20,Tennessee,18140.77,megawatthours
45811,2024-02-19T21,Tennessee,17609.74,megawatthours
45810,2024-02-19T22,Tennessee,17525.25,megawatthours
45809,2024-02-19T23,Tennessee,17738.31,megawatthours
45808,2024-02-20T00,Tennessee,18670.2,megawatthours
45807,2024-02-20T01,Tennessee,19722.78,megawatthours
45806,2024-02-20T02,Tennessee,20175.28,megawatthours
45805,2024-02-20T03,Tennessee,20176.99,megawatthours
45804,2024-02-20T04,Tennessee,19955.72,megawatthours
45803,2024-02-20T05,Tennessee,19498.64,megawatthours
45802,2024-02-20T06,Tennessee,19169.45,megawatthours
45801,2024-02-20T07,Tennessee,19005.35,megawatthours
45800,2024-02-20T08,Tennessee,19049.67,megawatthours
45799,2024-02-20T09,Tennessee,19269.97,megawatthours
45798,2024-02-20T10,Tennessee,19492.93,megawatthours
45797,2024-02-20T11,Tennessee,20192.92,megawatthours
45796,2024-02-20T12,Tennessee,21379.18,megawatthours
45795,2024-02-20T13,Tennessee,22788.9,megawatthours
45794,2024-02-20T14,Tennessee,22610.31,megawatthours
45793,2024-02-20T15,Tennessee,21278.16,megawatthours
45792,2024-02-20T16,Tennessee,19830.99,megawatthours
45791,2024-02-20T17,Tennessee,18891.14,megawatthours
45790,2024-02-20T18,Tennessee,18071.62,megawatthours
45789,2024-02-20T19,Tennessee,17237.62,megawatthours
45788,2024-02-20T20,Tennessee,16927.85,megawatthours
45787,2024-02-20T21,Tennessee,16722.39,megawatthours
45786,2024-02-20T22,Tennessee,16597.73,megawatthours
45785,2024-02-20T23,Tennessee,16768.49,megawatthours
45784,2024-02-21T00,Tennessee,17689.9,megawatthours
45783,2024-02-21T01,Tennessee,18626.03,megawatthours
45782,2024-02-21T02,Tennessee,18789.01,megawatthours
45781,2024-02-21T03,Tennessee,18782.14,megawatthours
45780,2024-02-21T04,Tennessee,18452.5,megawatthours
45779,2024-02-21T05,Tennessee,17808.81,megawatthours
45778,2024-02-21T06,Tennessee,17504.01,megawatthours
45777,2024-02-21T07,Tennessee,17548.78,megawatthours
45776,2024-02-21T08,Tennessee,17644.36,megawatthours
45775,2024-02-21T09,Tennessee,18010.24,megawatthours
45774,2024-02-21T10,Tennessee,18288.84,megawatthours
45773,2024-02-21T11,Tennessee,19170.88,megawatthours
45772,2024-02-21T12,Tennessee,20496.88,megawatthours
45771,2024-02-21T13,Tennessee,21959.37,megawatthours
45770,2024-02-21T14,Tennessee,21590.11,megawatthours
45769,2024-02-21T15,Tennessee,20091.23,megawatthours
45768,2024-02-21T16,Tennessee,18825.23,megawatthours
45767,2024-02-21T17,Tennessee,17985.98,megawatthours
45766,2024-02-21T18,Tennessee,17372.34,megawatthours
45765,2024-02-21T19,Tennessee,17038.65,megawatthours
45764,2024-02-21T20,Tennessee,16745.34,megawatthours
45763,2024-02-21T21,Tennessee,16407.13,megawatthours
45762,2024-02-21T22,Tennessee,16417.35,megawatthours
45761,2024-02-21T23,Tennessee,16614.6,megawatthours
45760,2024-02-22T00,Tennessee,17221.76,megawatthours
45759,2024-02-22T01,Tennessee,17955.57,megawatthours
45758,2024-02-22T02,Tennessee,17720.98,megawatthours
45757,2024-02-22T03,Tennessee,17462.77,megawatthours
45756,2024-02-22T04,Tennessee,16886.93,megawatthours
45755,2024-02-22T05,Tennessee,16100.01,megawatthours
45754,2024-02-22T06,Tennessee,15429.43,megawatthours
45753,2024-02-22T07,Tennessee,15152.85,megawatthours
45752,2024-02-22T08,Tennessee,15042.54,megawatthours
45751,2024-02-22T09,Tennessee,15025.8,megawatthours
45750,2024-02-22T10,Tennessee,15041.01,megawatthours
45749,2024-02-22T11,Tennessee,15495.86,megawatthours
45748,2024-02-22T12,Tennessee,16760.54,megawatthours
45747,2024-02-22T13,Tennessee,17773.37,megawatthours
45746,2024-02-22T14,Tennessee,17922.9,megawatthours
45745,2024-02-22T15,Tennessee,17712.54,megawatthours
45744,2024-02-22T16,Tennessee,17560.09,megawatthours
45743,2024-02-22T17,Tennessee,17150.26,megawatthours
45742,2024-02-22T18,Tennessee,17010.85,megawatthours
45741,2024-02-22T19,Tennessee,16927.91,megawatthours
45740,2024-02-22T20,Tennessee,16879.2,megawatthours
45739,2024-02-22T21,Tennessee,16835.58,megawatthours
45738,2024-02-22T22,Tennessee,16789.75,megawatthours
45737,2024-02-22T23,Tennessee,17184.81,megawatthours
45736,2024-02-23T00,Tennessee,17720.89,megawatthours
45735,2024-02-23T01,Tennessee,17929.92,megawatthours
45734,2024-02-23T02,Tennessee,17799.27,megawatthours
45733,2024-02-23T03,Tennessee,17379.97,megawatthours
45732,2024-02-23T04,Tennessee,16613.31,megawatthours
45731,2024-02-23T05,Tennessee,15662.84,megawatthours
45730,2024-02-23T06,Tennessee,14866.74,megawatthours
45729,2024-02-23T07,Tennessee,14432.49,megawatthours
45728,2024-02-23T08,Tennessee,14164.89,megawatthours
45727,2024-02-23T09,Tennessee,14119.54,megawatthours
45726,2024-02-23T10,Tennessee,14234.26,megawatthours
45725,2024-02-23T11,Tennessee,14687.54,megawatthours
45724,2024-02-23T12,Tennessee,15898.08,megawatthours
45723,2024-02-23T13,Tennessee,17216.41,megawatthours
45722,2024-02-23T14,Tennessee,17516.55,megawatthours
45721,2024-02-23T15,Tennessee,17379.96,megawatthours
45720,2024-02-23T16,Tennessee,17114.3,megawatthours
45719,2024-02-23T17,Tennessee,16963.44,megawatthours
45718,2024-02-23T18,Tennessee,16703.57,megawatthours
45717,2024-02-23T19,Tennessee,16484.48,megawatthours
45716,2024-02-23T20,Tennessee,16169.27,megawatthours
45715,2024-02-23T21,Tennessee,15989.82,megawatthours
45714,2024-02-23T22,Tennessee,15933.09,megawatthours
45713,2024-02-23T23,Tennessee,16103.17,megawatthours
45712,2024-02-24T00,Tennessee,16526.39,megawatthours
45711,2024-02-24T01,Tennessee,17162.53,megawatthours
45710,2024-02-24T02,Tennessee,17268.59,megawatthours
45709,2024-02-24T03,Tennessee,17057.91,megawatthours
45708,2024-02-24T04,Tennessee,16694.01,megawatthours
45707,2024-02-24T05,Tennessee,16289.68,megawatthours
45706,2024-02-24T06,Tennessee,15973.76,megawatthours
45705,2024-02-24T07,Tennessee,15801.79,megawatthours
45704,2024-02-24T08,Tennessee,15683.54,megawatthours
45703,2024-02-24T09,Tennessee,15722.98,megawatthours
45702,2024-02-24T10,Tennessee,15872.74,megawatthours
45701,2024-02-24T11,Tennessee,16107.11,megawatthours
45700,2024-02-24T12,Tennessee,16612.97,megawatthours
45699,2024-02-24T13,Tennessee,17308.73,megawatthours
45698,2024-02-24T14,Tennessee,17774.89,megawatthours
45697,2024-02-24T15,Tennessee,17862.22,megawatthours
45696,2024-02-24T16,Tennessee,17784.54,megawatthours
45695,2024-02-24T17,Tennessee,17560.87,megawatthours
45694,2024-02-24T18,Tennessee,17287.95,megawatthours
45693,2024-02-24T19,Tennessee,16886.75,megawatthours
45692,2024-02-24T20,Tennessee,16405.76,megawatthours
45691,2024-02-24T21,Tennessee,16123.34,megawatthours
45690,2024-02-24T22,Tennessee,16199.97,megawatthours
45689,2024-02-24T23,Tennessee,16619.62,megawatthours
45688,2024-02-25T00,Tennessee,17479.67,megawatthours
45687,2024-02-25T01,Tennessee,18523.89,megawatthours
45686,2024-02-25T02,Tennessee,18744.56,megawatthours
45685,2024-02-25T03,Tennessee,18791.26,megawatthours
45684,2024-02-25T04,Tennessee,18778.43,megawatthours
45683,2024-02-25T05,Tennessee,18645.94,megawatthours
45682,2024-02-25T06,Tennessee,18344.53,megawatthours
45681,2024-02-25T07,Tennessee,18516.49,megawatthours
45680,2024-02-25T08,Tennessee,18710.22,megawatthours
45679,2024-02-25T09,Tennessee,18957.41,megawatthours
45678,2024-02-25T10,Tennessee,19252.64,megawatthours
45677,2024-02-25T11,Tennessee,19857.86,megawatthours
45676,2024-02-25T12,Tennessee,20427.59,megawatthours
45675,2024-02-25T13,Tennessee,21003.6,megawatthours
45674,2024-02-25T14,Tennessee,21176.12,megawatthours
45673,2024-02-25T15,Tennessee,20250.42,megawatthours
45672,2024-02-25T16,Tennessee,19111.73,megawatthours
45671,2024-02-25T17,Tennessee,18003.18,megawatthours
45670,2024-02-25T18,Tennessee,17129.63,megawatthours
45669,2024-02-25T19,Tennessee,16551.97,megawatthours
45668,2024-02-25T20,Tennessee,16043.34,megawatthours
45667,2024-02-25T21,Tennessee,15535.3,megawatthours
45666,2024-02-25T22,Tennessee,15452.66,megawatthours
45665,2024-02-25T23,Tennessee,15811.55,megawatthours
45664,2024-02-26T00,Tennessee,16445.22,megawatthours
45663,2024-02-26T01,Tennessee,17294.41,megawatthours
45662,2024-02-26T02,Tennessee,17284.41,megawatthours
45661,2024-02-26T03,Tennessee,16977.68,megawatthours
45660,2024-02-26T04,Tennessee,16280.01,megawatthours
45659,2024-02-26T05,Tennessee,15511.09,megawatthours
45658,2024-02-26T06,Tennessee,14856.5,megawatthours
45657,2024-02-26T07,Tennessee,14546.56,megawatthours
45656,2024-02-26T08,Tennessee,14392.52,megawatthours
45655,2024-02-26T09,Tennessee,14435.08,megawatthours
45654,2024-02-26T10,Tennessee,14589.56,megawatthours
45653,2024-02-26T11,Tennessee,15213.43,megawatthours
45652,2024-02-26T12,Tennessee,16587.23,megawatthours
45651,2024-02-26T13,Tennessee,17830.67,megawatthours
45650,2024-02-26T14,Tennessee,17891.05,megawatthours
45649,2024-02-26T15,Tennessee,17283.86,megawatthours
45648,2024-02-26T16,Tennessee,16965.74,megawatthours
45647,2024-02-26T17,Tennessee,16754.34,megawatthours
45646,2024-02-26T18,Tennessee,16661.46,megawatthours
45645,2024-02-26T19,Tennessee,16653.75,megawatthours
45644,2024-02-26T20,Tennessee,16583.67,megawatthours
45643,2024-02-26T21,Tennessee,16450.37,megawatthours
45642,2024-02-26T22,Tennessee,16405.58,megawatthours
45641,2024-02-26T23,Tennessee,16574.06,megawatthours
45640,2024-02-27T00,Tennessee,17217.21,megawatthours
45639,2024-02-27T01,Tennessee,17753.1,megawatthours
45638,2024-02-27T02,Tennessee,17412.54,megawatthours
45637,2024-02-27T03,Tennessee,16942.7,megawatthours
45636,2024-02-27T04,Tennessee,16020.82,megawatthours
45635,2024-02-27T05,Tennessee,15153.44,megawatthours
45634,2024-02-27T06,Tennessee,14358.8,megawatthours
45633,2024-02-27T07,Tennessee,13972.73,megawatthours
45632,2024-02-27T08,Tennessee,13561.97,megawatthours
45631,2024-02-27T09,Tennessee,13458.52,megawatthours
45630,2024-02-27T10,Tennessee,13393.6,megawatthours
45629,2024-02-27T11,Tennessee,13686.09,megawatthours
45628,2024-02-27T12,Tennessee,14909.16,megawatthours
45627,2024-02-27T13,Tennessee,16000.48,megawatthours
45626,2024-02-27T14,Tennessee,16255.84,megawatthours
45625,2024-02-27T15,Tennessee,16335.49,megawatthours
45624,2024-02-27T16,Tennessee,16529.39,megawatthours
45623,2024-02-27T17,Tennessee,16879.49,megawatthours
45622,2024-02-27T18,Tennessee,16926.66,megawatthours
45621,2024-02-27T19,Tennessee,16949.53,megawatthours
45620,2024-02-27T20,Tennessee,16912.17,megawatthours
45619,2024-02-27T21,Tennessee,16750.71,megawatthours
45618,2024-02-27T22,Tennessee,16823.13,megawatthours
45617,2024-02-27T23,Tennessee,17019.09,megawatthours
45616,2024-02-28T00,Tennessee,17487.03,megawatthours
45615,2024-02-28T01,Tennessee,17954.54,megawatthours
45614,2024-02-28T02,Tennessee,17762.9,megawatthours
45613,2024-02-28T03,Tennessee,17327.1,megawatthours
45612,2024-02-28T04,Tennessee,16592.15,megawatthours
45611,2024-02-28T05,Tennessee,15588.66,megawatthours
45610,2024-02-28T06,Tennessee,14694.43,megawatthours
45609,2024-02-28T07,Tennessee,13985.35,megawatthours
45608,2024-02-28T08,Tennessee,13672.58,megawatthours
45607,2024-02-28T09,Tennessee,13565.46,megawatthours
45606,2024-02-28T10,Tennessee,13299.59,megawatthours
45605,2024-02-28T11,Tennessee,13543.64,megawatthours
45604,2024-02-28T12,Tennessee,14466.93,megawatthours
45603,2024-02-28T13,Tennessee,15485.65,megawatthours
45602,2024-02-28T14,Tennessee,15936.09,megawatthours
45601,2024-02-28T15,Tennessee,16069.82,megawatthours
45600,2024-02-28T16,Tennessee,16224.56,megawatthours
45599,2024-02-28T17,Tennessee,16684.86,megawatthours
45598,2024-02-28T18,Tennessee,16766.01,megawatthours
