YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2021,10,AR,"Combined Heat and Power, Electric Power",Natural Gas,"124,488"
2021,10,AR,"Combined Heat and Power, Electric Power",Petroleum,0
2021,10,AR,"Combined Heat and Power, Electric Power",Other Biomass,0
2021,10,AR,"Electric Generators, Independent Power Producers",Total,"532,850"
2021,10,AR,"Electric Generators, Independent Power Producers",Coal,"486,350"
2021,10,AR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"5,970"
2021,10,AR,"Electric Generators, Independent Power Producers",Petroleum,458
2021,10,AR,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"35,303"
2021,10,AR,"Electric Generators, Independent Power Producers",Other Biomass,"4,768"
2021,10,AR,"Electric Generators, Electric Utilities",Total,"4,010,845"
2021,10,AR,"Electric Generators, Electric Utilities",Coal,"1,418,444"
2021,10,AR,"Electric Generators, Electric Utilities",Pumped Storage,"2,121"
2021,10,AR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"228,891"
2021,10,AR,"Electric Generators, Electric Utilities",Natural Gas,"1,726,431"
2021,10,AR,"Electric Generators, Electric Utilities",Nuclear,"632,672"
2021,10,AR,"Electric Generators, Electric Utilities",Petroleum,"1,749"
2021,10,AR,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,537
2021,10,AZ,Total Electric Power Industry,Total,"8,531,440"
2021,10,AZ,Total Electric Power Industry,Coal,"1,626,213"
2021,10,AZ,Total Electric Power Industry,Pumped Storage,"-2,204"
2021,10,AZ,Total Electric Power Industry,Hydroelectric Conventional,"349,914"
2021,10,AZ,Total Electric Power Industry,Natural Gas,"3,660,620"
2021,10,AZ,Total Electric Power Industry,Nuclear,"2,186,775"
2021,10,AZ,Total Electric Power Industry,Other,-888
2021,10,AZ,Total Electric Power Industry,Petroleum,"3,014"
2021,10,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,"570,033"
2021,10,AZ,Total Electric Power Industry,Other Biomass,"1,588"
2021,10,AZ,Total Electric Power Industry,Wind,"122,944"
2021,10,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,"13,431"
2021,10,AZ,"Combined Heat and Power, Commercial Power",Total,"12,661"
2021,10,AZ,"Combined Heat and Power, Commercial Power",Natural Gas,"11,130"
2021,10,AZ,"Combined Heat and Power, Commercial Power",Petroleum,1
2021,10,AZ,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"1,530"
2021,10,AZ,"Combined Heat and Power, Electric Power",Total,0
2021,10,AZ,"Combined Heat and Power, Electric Power",Natural Gas,0
2021,10,AZ,"Combined Heat and Power, Electric Power",Petroleum,0
2021,10,AZ,"Electric Generators, Independent Power Producers",Total,"1,940,602"
2021,10,AZ,"Electric Generators, Independent Power Producers",Natural Gas,"1,293,311"
2021,10,AZ,"Electric Generators, Independent Power Producers",Other,-624
2021,10,AZ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"509,952"
2021,10,AZ,"Electric Generators, Independent Power Producers",Other Biomass,"1,588"
2021,10,AZ,"Electric Generators, Independent Power Producers",Wind,"122,944"
2021,10,AZ,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"13,431"
2021,10,AZ,"Electric Generators, Electric Utilities",Total,"6,578,176"
2021,10,AZ,"Electric Generators, Electric Utilities",Coal,"1,626,213"
2021,10,AZ,"Electric Generators, Electric Utilities",Pumped Storage,"-2,204"
2021,10,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"349,914"
2021,10,AZ,"Electric Generators, Electric Utilities",Natural Gas,"2,356,179"
2021,10,AZ,"Electric Generators, Electric Utilities",Nuclear,"2,186,775"
2021,10,AZ,"Electric Generators, Electric Utilities",Other,-264
2021,10,AZ,"Electric Generators, Electric Utilities",Petroleum,"3,013"
2021,10,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"58,551"
2021,10,AZ,"Electric Generators, Electric Utilities",Other Biomass,0
2021,10,CA,Total Electric Power Industry,Total,"16,175,895"
2021,10,CA,Total Electric Power Industry,Coal,"25,998"
2021,10,CA,Total Electric Power Industry,Geothermal,"896,889"
2021,10,CA,Total Electric Power Industry,Pumped Storage,"-45,500"
2021,10,CA,Total Electric Power Industry,Hydroelectric Conventional,"1,218,732"
2021,10,CA,Total Electric Power Industry,Natural Gas,"8,705,081"
2021,10,CA,Total Electric Power Industry,Nuclear,"1,197,610"
2021,10,CA,Total Electric Power Industry,Other Gases,"139,446"
2021,10,CA,Total Electric Power Industry,Other,"41,433"
2021,10,CA,Total Electric Power Industry,Petroleum,"8,889"
2021,10,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"2,645,644"
2021,10,CA,Total Electric Power Industry,Other Biomass,"212,222"
2021,10,CA,Total Electric Power Industry,Wind,"914,963"
2021,10,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,"214,489"
2021,10,CA,"Combined Heat and Power, Industrial Power",Total,"1,152,180"
2021,10,CA,"Combined Heat and Power, Industrial Power",Coal,"25,998"
2021,10,CA,"Combined Heat and Power, Industrial Power",Natural Gas,"883,304"
2021,10,CA,"Combined Heat and Power, Industrial Power",Other Gases,"139,446"
2021,10,CA,"Combined Heat and Power, Industrial Power",Other,"43,434"
2021,10,CA,"Combined Heat and Power, Industrial Power",Petroleum,0
2021,10,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"8,740"
2021,10,CA,"Combined Heat and Power, Industrial Power",Other Biomass,"1,221"
2021,10,CA,"Combined Heat and Power, Industrial Power",Wind,362
2021,10,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"49,675"
2021,10,CA,"Combined Heat and Power, Commercial Power",Total,"203,460"
2021,10,CA,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2021,10,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,376
2021,10,CA,"Combined Heat and Power, Commercial Power",Natural Gas,"128,064"
2021,10,CA,"Combined Heat and Power, Commercial Power",Other,-30
2021,10,CA,"Combined Heat and Power, Commercial Power",Petroleum,55
2021,10,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"14,508"
2021,10,CA,"Combined Heat and Power, Commercial Power",Other Biomass,"59,903"
2021,10,CA,"Combined Heat and Power, Commercial Power",Wind,584
2021,10,CA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2021,10,CA,"Combined Heat and Power, Electric Power",Total,"1,112,079"
2021,10,CA,"Combined Heat and Power, Electric Power",Coal,0
2021,10,CA,"Combined Heat and Power, Electric Power",Natural Gas,"1,038,309"
2021,10,CA,"Combined Heat and Power, Electric Power",Other,"7,565"
2021,10,CA,"Combined Heat and Power, Electric Power",Petroleum,0
2021,10,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,554
2021,10,CA,"Combined Heat and Power, Electric Power",Other Biomass,"14,306"
2021,10,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"51,345"
2021,10,CA,"Electric Generators, Independent Power Producers",Total,"8,565,555"
2021,10,CA,"Electric Generators, Independent Power Producers",Geothermal,"827,889"
2021,10,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"69,336"
2021,10,CA,"Electric Generators, Independent Power Producers",Natural Gas,"3,958,656"
2021,10,CA,"Electric Generators, Independent Power Producers",Other,"-8,102"
2021,10,CA,"Electric Generators, Independent Power Producers",Petroleum,"6,031"
2021,10,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"2,591,229"
2021,10,CA,"Electric Generators, Independent Power Producers",Other Biomass,"130,491"
2021,10,CA,"Electric Generators, Independent Power Producers",Wind,"876,557"
2021,10,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"113,469"
2021,10,CA,"Electric Generators, Electric Utilities",Total,"5,142,622"
2021,10,CA,"Electric Generators, Electric Utilities",Geothermal,"69,000"
2021,10,CA,"Electric Generators, Electric Utilities",Pumped Storage,"-45,500"
2021,10,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"1,149,019"
2021,10,CA,"Electric Generators, Electric Utilities",Natural Gas,"2,696,748"
2021,10,CA,"Electric Generators, Electric Utilities",Nuclear,"1,197,610"
2021,10,CA,"Electric Generators, Electric Utilities",Other Gases,0
2021,10,CA,"Electric Generators, Electric Utilities",Other,"-1,433"
2021,10,CA,"Electric Generators, Electric Utilities",Petroleum,"2,804"
2021,10,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"30,613"
2021,10,CA,"Electric Generators, Electric Utilities",Other Biomass,"6,301"
2021,10,CA,"Electric Generators, Electric Utilities",Wind,"37,460"
2021,10,CO,Total Electric Power Industry,Total,"4,239,587"
2021,10,CO,Total Electric Power Industry,Coal,"1,860,359"
2021,10,CO,Total Electric Power Industry,Pumped Storage,-153
2021,10,CO,Total Electric Power Industry,Hydroelectric Conventional,"95,863"
2021,10,CO,Total Electric Power Industry,Natural Gas,"819,804"
2021,10,CO,Total Electric Power Industry,Other Gases,530
2021,10,CO,Total Electric Power Industry,Other,"4,868"
2021,10,CO,Total Electric Power Industry,Petroleum,"1,786"
2021,10,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,"133,224"
2021,10,CO,Total Electric Power Industry,Other Biomass,"6,084"
2021,10,CO,Total Electric Power Industry,Wind,"1,309,115"
2021,10,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,"8,107"
2021,10,CO,"Combined Heat and Power, Industrial Power",Total,"22,354"
2021,10,CO,"Combined Heat and Power, Industrial Power",Coal,0
2021,10,CO,"Combined Heat and Power, Industrial Power",Natural Gas,"17,622"
2021,10,CO,"Combined Heat and Power, Industrial Power",Other Gases,530
2021,10,CO,"Combined Heat and Power, Industrial Power",Other,"3,978"
2021,10,CO,"Combined Heat and Power, Industrial Power",Petroleum,9
2021,10,CO,"Combined Heat and Power, Industrial Power",Wind,215
2021,10,CO,"Combined Heat and Power, Commercial Power",Total,"2,433"
